,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,fg_percentage,made_three_point_field_goals,attempted_three_point_field_goals,three_point_percentage,made_free_throws,attempted_free_throws,free_throw_percentage,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,ppg
129,Darius Days,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],23,Team.HOUSTON_ROCKETS,4,0,25,5,12,0.417,3,10,0.3,2,2,1.0,1,5,1,0,1,0,2,15,3.8
130,Dewayne Dedmon,[<Position.CENTER: 'CENTER'>],33,Team.MIAMI_HEAT,30,0,350,64,129,0.496,11,37,0.297,32,44,0.727,28,81,16,7,14,19,61,171,5.7
131,Dewayne Dedmon,[<Position.CENTER: 'CENTER'>],33,Team.PHILADELPHIA_76ERS,8,1,76,13,22,0.591,1,2,0.5,1,5,0.2,6,19,10,2,5,6,14,28,3.5
132,Matthew Dellavedova,[<Position.POINT_GUARD: 'POINT GUARD'>],32,Team.SACRAMENTO_KINGS,32,0,213,17,50,0.34,9,27,0.333,4,7,0.571,1,12,41,7,0,10,20,47,1.5
133,DeMar DeRozan,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],33,Team.CHICAGO_BULLS,74,74,2682,657,1303,0.504,46,142,0.324,456,523,0.872,34,309,377,83,36,153,186,1816,24.5
134,Moussa Diabaté,[<Position.CENTER: 'CENTER'>],21,Team.LOS_ANGELES_CLIPPERS,22,1,195,24,47,0.511,1,2,0.5,10,16,0.625,31,19,4,7,8,9,15,59,2.7
135,Mamadi Diakite,[<Position.CENTER: 'CENTER'>],26,Team.CLEVELAND_CAVALIERS,22,2,176,24,50,0.48,7,21,0.333,2,2,1.0,8,22,8,4,9,12,26,57,2.6
136,Hamidou Diallo,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],24,Team.DETROIT_PISTONS,56,0,996,215,375,0.573,5,21,0.238,87,148,0.588,57,137,55,53,16,71,124,522,9.3
137,Gorgui Dieng,[<Position.CENTER: 'CENTER'>],33,Team.SAN_ANTONIO_SPURS,31,1,358,45,117,0.385,21,75,0.28,10,13,0.769,27,80,53,4,14,32,57,121,3.9
138,Ousmane Dieng,[<Position.POWER_FORWARD: 'POWER FORWARD'>],19,Team.OKLAHOMA_CITY_THUNDER,39,1,569,76,181,0.42,26,98,0.265,15,23,0.652,19,86,46,14,7,26,42,193,4.9
139,Spencer Dinwiddie,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],29,Team.DALLAS_MAVERICKS,53,53,1808,316,694,0.455,138,341,0.405,170,207,0.821,19,144,279,39,16,90,124,940,17.7
140,Spencer Dinwiddie,[<Position.POINT_GUARD: 'POINT GUARD'>],29,Team.BROOKLYN_NETS,26,26,917,144,356,0.404,43,149,0.289,98,123,0.797,9,98,236,28,8,55,63,429,16.5
141,Donte DiVincenzo,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],26,Team.GOLDEN_STATE_WARRIORS,72,36,1894,235,540,0.435,150,378,0.397,58,71,0.817,80,245,252,97,10,112,133,678,9.4
142,Luka Dončić,[<Position.POINT_GUARD: 'POINT GUARD'>],23,Team.DALLAS_MAVERICKS,66,66,2391,719,1449,0.496,185,541,0.342,515,694,0.742,54,515,529,90,33,236,166,2138,32.4
143,Tyler Dorsey,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],26,Team.DALLAS_MAVERICKS,3,0,8,4,5,0.8,1,2,0.5,0,0,,1,1,0,0,0,0,0,9,3.0
144,Luguentz Dort,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],23,Team.OKLAHOMA_CITY_THUNDER,74,73,2272,339,873,0.388,135,409,0.33,200,259,0.772,128,216,154,75,23,92,243,1013,13.7
145,Ayo Dosunmu,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],23,Team.CHICAGO_BULLS,80,51,2098,281,570,0.493,59,189,0.312,66,82,0.805,45,175,206,62,26,99,182,687,8.6
146,Devon Dotson,[<Position.POINT_GUARD: 'POINT GUARD'>],23,Team.WASHINGTON_WIZARDS,6,0,53,1,10,0.1,1,4,0.25,0,0,,6,4,8,5,0,3,9,3,0.5
147,Jeff Dowtin,[<Position.POINT_GUARD: 'POINT GUARD'>],25,Team.TORONTO_RAPTORS,25,0,259,25,57,0.439,5,16,0.312,6,9,0.667,6,17,31,9,3,5,13,61,2.4
148,PJ Dozier,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],26,Team.SACRAMENTO_KINGS,16,0,79,10,33,0.303,2,16,0.125,0,0,,1,13,10,6,1,5,7,22,1.4
149,Goran Dragić,[<Position.POINT_GUARD: 'POINT GUARD'>],36,Team.CHICAGO_BULLS,51,0,787,127,299,0.425,45,128,0.352,27,41,0.659,13,56,139,11,4,56,63,326,6.4
150,Goran Dragić,[<Position.POINT_GUARD: 'POINT GUARD'>],36,Team.MILWAUKEE_BUCKS,7,0,83,14,36,0.389,7,17,0.412,4,4,1.0,3,9,12,2,0,7,2,39,5.6
151,Andre Drummond,[<Position.CENTER: 'CENTER'>],29,Team.CHICAGO_BULLS,67,0,849,166,274,0.606,0,3,0.0,67,125,0.536,138,306,33,45,27,75,117,399,6.0
152,Chris Duarte,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],25,Team.INDIANA_PACERS,46,12,897,123,333,0.369,55,174,0.316,61,72,0.847,19,96,64,25,9,41,65,362,7.9
153,David Duke Jr.,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],23,Team.BROOKLYN_NETS,23,0,228,36,78,0.462,1,12,0.083,12,17,0.706,11,18,21,10,1,18,31,85,3.7
154,Kris Dunn,[<Position.POINT_GUARD: 'POINT GUARD'>],28,Team.UTAH_JAZZ,22,3,568,116,216,0.537,17,36,0.472,41,53,0.774,9,91,124,25,10,35,58,290,13.2
155,Kevin Durant,[<Position.POWER_FORWARD: 'POWER FORWARD'>],34,Team.BROOKLYN_NETS,39,39,1403,410,734,0.559,71,189,0.376,267,286,0.934,14,248,207,32,57,136,92,1158,29.7
156,Kevin Durant,[<Position.POWER_FORWARD: 'POWER FORWARD'>],34,Team.PHOENIX_SUNS,8,8,269,73,128,0.57,22,41,0.537,40,48,0.833,3,48,28,2,10,20,7,208,26.0
157,Jalen Duren,[<Position.CENTER: 'CENTER'>],19,Team.DETROIT_PISTONS,67,31,1670,258,398,0.648,0,2,0.0,96,157,0.611,229,366,75,44,59,92,182,612,9.1
158,Tari Eason,[<Position.POWER_FORWARD: 'POWER FORWARD'>],21,Team.HOUSTON_ROCKETS,82,5,1767,296,660,0.448,59,172,0.343,109,145,0.752,195,301,88,96,47,101,189,760,9.3
159,Anthony Edwards,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],21,Team.MINNESOTA_TIMBERWOLVES,79,79,2842,707,1541,0.459,213,578,0.369,319,422,0.756,47,411,350,125,58,259,186,1946,24.6
160,Kessler Edwards,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],22,Team.BROOKLYN_NETS,14,1,79,6,24,0.25,2,12,0.167,1,2,0.5,6,8,2,3,1,4,3,15,1.1
161,Kessler Edwards,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],22,Team.SACRAMENTO_KINGS,22,3,306,30,69,0.435,15,43,0.349,10,13,0.769,17,30,21,11,5,9,37,85,3.9
162,Keon Ellis,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],23,Team.SACRAMENTO_KINGS,16,0,71,7,16,0.438,6,12,0.5,4,7,0.571,4,4,6,5,1,1,10,24,1.5
163,Joel Embiid,[<Position.CENTER: 'CENTER'>],28,Team.PHILADELPHIA_76ERS,66,66,2284,728,1328,0.548,66,200,0.33,661,771,0.857,113,557,274,66,112,226,205,2183,33.1
164,Drew Eubanks,[<Position.CENTER: 'CENTER'>],25,Team.PORTLAND_TRAIL_BLAZERS,78,28,1584,214,334,0.641,7,18,0.389,83,125,0.664,132,286,103,40,102,67,169,518,6.6
165,Bruno Fernando,[<Position.CENTER: 'CENTER'>],24,Team.HOUSTON_ROCKETS,31,4,364,48,93,0.516,0,1,0.0,30,44,0.682,48,74,30,6,31,20,68,126,4.1
166,Bruno Fernando,[<Position.CENTER: 'CENTER'>],24,Team.ATLANTA_HAWKS,8,0,41,11,19,0.579,0,3,0.0,5,6,0.833,6,9,1,0,3,5,6,27,3.4
167,Dorian Finney-Smith,[<Position.POWER_FORWARD: 'POWER FORWARD'>],29,Team.DALLAS_MAVERICKS,40,40,1288,129,310,0.416,77,217,0.355,30,40,0.75,67,121,59,38,20,36,80,365,9.1
168,Dorian Finney-Smith,[<Position.POWER_FORWARD: 'POWER FORWARD'>],29,Team.BROOKLYN_NETS,26,26,721,67,191,0.351,37,121,0.306,15,19,0.789,47,81,41,17,16,26,64,186,7.2
169,Malachi Flynn,[<Position.POINT_GUARD: 'POINT GUARD'>],24,Team.TORONTO_RAPTORS,53,2,691,87,242,0.36,47,133,0.353,25,33,0.758,15,61,70,21,4,25,65,246,4.6
170,Simone Fontecchio,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],27,Team.UTAH_JAZZ,52,6,766,115,312,0.369,63,191,0.33,35,44,0.795,31,55,42,15,8,39,62,328,6.3
171,Bryn Forbes,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],29,Team.MINNESOTA_TIMBERWOLVES,25,0,268,30,83,0.361,14,46,0.304,15,15,1.0,4,11,17,7,2,12,22,89,3.6
172,Trent Forrest,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],24,Team.ATLANTA_HAWKS,23,3,277,25,60,0.417,0,2,0.0,2,3,0.667,5,32,38,7,2,15,17,52,2.3
173,Michael Foster Jr.,[<Position.POWER_FORWARD: 'POWER FORWARD'>],20,Team.PHILADELPHIA_76ERS,1,0,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0
174,Evan Fournier,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],30,Team.NEW_YORK_KNICKS,27,7,459,56,166,0.337,35,114,0.307,18,21,0.857,4,45,36,16,3,22,46,165,6.1
175,De'Aaron Fox,[<Position.POINT_GUARD: 'POINT GUARD'>],25,Team.SACRAMENTO_KINGS,73,73,2435,682,1331,0.512,119,367,0.324,343,440,0.78,40,266,447,83,23,181,172,1826,25.0
176,Markelle Fultz,[<Position.POINT_GUARD: 'POINT GUARD'>],24,Team.ORLANDO_MAGIC,60,60,1778,349,679,0.514,27,87,0.31,112,143,0.783,69,165,341,87,26,139,131,837,14.0
177,Wenyen Gabriel,[<Position.CENTER: 'CENTER'>],25,Team.LOS_ANGELES_LAKERS,68,2,1024,155,260,0.596,10,36,0.278,52,84,0.619,116,170,36,26,35,46,144,372,5.5
178,Daniel Gafford,[<Position.CENTER: 'CENTER'>],24,Team.WASHINGTON_WIZARDS,78,47,1604,289,395,0.732,0,0,,127,187,0.679,163,270,84,33,99,85,187,705,9.0
179,Darius Garland,[<Position.POINT_GUARD: 'POINT GUARD'>],23,Team.CLEVELAND_CAVALIERS,69,69,2447,522,1129,0.462,169,412,0.41,277,321,0.863,28,157,538,85,9,199,148,1490,21.6
180,Usman Garuba,[<Position.CENTER: 'CENTER'>],20,Team.HOUSTON_ROCKETS,75,1,970,86,177,0.486,24,59,0.407,29,47,0.617,120,187,64,44,29,47,135,225,3.0
181,Luka Garza,[<Position.CENTER: 'CENTER'>],24,Team.MINNESOTA_TIMBERWOLVES,28,0,243,63,116,0.543,14,39,0.359,41,52,0.788,33,30,18,3,2,14,43,181,6.5
182,Rudy Gay,[<Position.POWER_FORWARD: 'POWER FORWARD'>],36,Team.UTAH_JAZZ,56,0,816,109,287,0.38,33,130,0.254,42,49,0.857,33,130,57,19,18,37,68,293,5.2
183,Paul George,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],32,Team.LOS_ANGELES_CLIPPERS,56,56,1939,459,1004,0.457,158,426,0.371,256,294,0.871,45,297,288,83,20,176,159,1332,23.8
184,Taj Gibson,[<Position.CENTER: 'CENTER'>],37,Team.WASHINGTON_WIZARDS,49,2,480,65,125,0.52,8,24,0.333,30,42,0.714,32,61,34,15,12,26,84,168,3.4
185,Josh Giddey,[<Position.POWER_FORWARD: 'POWER FORWARD'>],20,Team.OKLAHOMA_CITY_THUNDER,76,76,2367,539,1118,0.482,76,234,0.325,106,145,0.731,148,451,469,57,31,211,143,1260,16.6
186,Shai Gilgeous-Alexander,[<Position.POINT_GUARD: 'POINT GUARD'>],24,Team.OKLAHOMA_CITY_THUNDER,68,68,2416,704,1381,0.51,58,168,0.345,669,739,0.905,59,270,371,112,65,192,192,2135,31.4
187,Anthony Gill,[<Position.POWER_FORWARD: 'POWER FORWARD'>],30,Team.WASHINGTON_WIZARDS,59,8,624,71,132,0.538,4,29,0.138,49,67,0.731,37,62,34,7,12,15,70,195,3.3
188,Jacob Gilyard,[<Position.POINT_GUARD: 'POINT GUARD'>],24,Team.MEMPHIS_GRIZZLIES,1,0,41,1,3,0.333,1,3,0.333,0,0,,0,4,7,3,0,2,3,3,3.0
189,Rudy Gobert,[<Position.CENTER: 'CENTER'>],30,Team.MINNESOTA_TIMBERWOLVES,70,70,2148,360,546,0.659,0,3,0.0,219,340,0.644,231,583,87,56,95,122,210,939,13.4
190,Jordan Goodwin,[<Position.POINT_GUARD: 'POINT GUARD'>],24,Team.WASHINGTON_WIZARDS,62,7,1106,158,353,0.448,38,118,0.322,53,69,0.768,57,148,168,58,26,57,95,407,6.6
191,Aaron Gordon,[<Position.POWER_FORWARD: 'POWER FORWARD'>],27,Team.DENVER_NUGGETS,68,68,2055,429,761,0.564,60,173,0.347,191,314,0.608,164,282,203,54,51,98,129,1109,16.3
192,Eric Gordon,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],34,Team.HOUSTON_ROCKETS,47,47,1418,210,478,0.439,85,245,0.347,110,135,0.815,12,85,136,30,17,83,45,615,13.1
193,Eric Gordon,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],34,Team.LOS_ANGELES_CLIPPERS,22,11,547,81,175,0.463,47,111,0.423,32,38,0.842,4,33,47,13,8,21,33,241,11.0
194,Devonte' Graham,[<Position.POINT_GUARD: 'POINT GUARD'>],27,Team.NEW_ORLEANS_PELICANS,53,0,811,85,231,0.368,66,190,0.347,44,59,0.746,12,60,116,30,10,27,48,280,5.3
195,Devonte' Graham,[<Position.POINT_GUARD: 'POINT GUARD'>],27,Team.SAN_ANTONIO_SPURS,20,8,527,76,200,0.38,53,148,0.358,54,72,0.75,7,43,80,15,6,26,31,259,13.0
196,Jerami Grant,[<Position.POWER_FORWARD: 'POWER FORWARD'>],28,Team.PORTLAND_TRAIL_BLAZERS,63,63,2246,434,913,0.475,144,359,0.401,278,342,0.813,53,230,150,51,53,116,152,1290,20.5
197,RaiQuan Gray,[<Position.POWER_FORWARD: 'POWER FORWARD'>],23,Team.BROOKLYN_NETS,1,0,35,6,12,0.5,2,5,0.4,2,2,1.0,3,6,7,0,1,4,5,16,16.0
198,A.J. Green,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],23,Team.MILWAUKEE_BUCKS,35,1,345,53,125,0.424,44,105,0.419,4,4,1.0,6,39,22,6,0,9,31,154,4.4
199,Danny Green,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],35,Team.MEMPHIS_GRIZZLIES,3,0,43,3,11,0.273,3,8,0.375,0,0,,1,3,2,1,0,3,6,9,3.0
200,Danny Green,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],35,Team.CLEVELAND_CAVALIERS,8,0,95,19,38,0.5,13,29,0.448,1,1,1.0,2,8,4,5,3,7,10,52,6.5
201,Draymond Green,[<Position.POWER_FORWARD: 'POWER FORWARD'>],32,Team.GOLDEN_STATE_WARRIORS,73,73,2297,250,474,0.527,40,131,0.305,77,108,0.713,66,459,500,74,60,204,229,617,8.5
202,Jalen Green,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],20,Team.HOUSTON_ROCKETS,76,76,2602,566,1359,0.416,187,554,0.338,364,463,0.786,43,241,281,59,18,200,131,1683,22.1
203,JaMychal Green,[<Position.POWER_FORWARD: 'POWER FORWARD'>],32,Team.GOLDEN_STATE_WARRIORS,57,1,797,136,252,0.54,42,111,0.378,52,67,0.776,72,133,51,25,23,52,105,366,6.4
204,Javonte Green,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],29,Team.CHICAGO_BULLS,32,1,480,61,108,0.565,13,35,0.371,30,45,0.667,27,61,23,24,21,20,52,165,5.2
205,Jeff Green,[<Position.POWER_FORWARD: 'POWER FORWARD'>],36,Team.DENVER_NUGGETS,56,4,1091,160,328,0.488,30,104,0.288,87,117,0.744,38,106,69,18,17,46,99,437,7.8
206,Josh Green,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],22,Team.DALLAS_MAVERICKS,60,21,1539,205,382,0.537,68,169,0.402,68,94,0.723,55,127,103,42,5,72,156,546,9.1
207,AJ Griffin,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],19,Team.ATLANTA_HAWKS,72,12,1401,248,533,0.465,101,259,0.39,42,47,0.894,37,116,73,42,12,42,87,639,8.9
208,Blake Griffin,[<Position.CENTER: 'CENTER'>],33,Team.BOSTON_CELTICS,41,16,569,63,130,0.485,23,66,0.348,21,32,0.656,47,108,61,14,9,22,75,170,4.1
209,Quentin Grimes,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],22,Team.NEW_YORK_KNICKS,71,66,2121,282,602,0.468,157,407,0.386,78,98,0.796,49,180,150,47,26,69,177,799,11.3
210,Rui Hachimura,[<Position.POWER_FORWARD: 'POWER FORWARD'>],24,Team.WASHINGTON_WIZARDS,30,0,728,158,324,0.488,30,89,0.337,44,58,0.759,19,109,35,11,12,36,39,390,13.0
211,Rui Hachimura,[<Position.POWER_FORWARD: 'POWER FORWARD'>],24,Team.LOS_ANGELES_LAKERS,33,9,738,126,260,0.485,21,71,0.296,44,61,0.721,34,121,23,8,14,17,33,317,9.6
212,Tyrese Haliburton,[<Position.POINT_GUARD: 'POINT GUARD'>],22,Team.INDIANA_PACERS,56,56,1883,412,841,0.49,161,402,0.4,175,201,0.871,33,172,585,91,25,141,69,1160,20.7
213,Jordan Hall,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],21,Team.SAN_ANTONIO_SPURS,9,0,83,9,28,0.321,3,15,0.2,7,9,0.778,3,9,11,1,0,7,6,28,3.1
214,R.J. Hampton,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],21,Team.ORLANDO_MAGIC,26,0,361,50,114,0.439,18,53,0.34,31,37,0.838,9,30,34,16,4,21,22,149,5.7
215,R.J. Hampton,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],21,Team.DETROIT_PISTONS,21,3,389,52,123,0.423,23,63,0.365,26,39,0.667,9,39,20,11,5,21,29,153,7.3
216,Tim Hardaway Jr.,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],30,Team.DALLAS_MAVERICKS,71,45,2152,340,847,0.401,212,550,0.385,127,165,0.77,21,230,129,49,12,60,120,1019,14.4
217,James Harden,[<Position.POINT_GUARD: 'POINT GUARD'>],33,Team.PHILADELPHIA_76ERS,58,58,2135,371,842,0.441,161,418,0.385,313,361,0.867,40,314,618,71,31,195,112,1216,21.0
218,Jaden Hardy,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],20,Team.DALLAS_MAVERICKS,48,5,708,146,333,0.438,63,156,0.404,65,79,0.823,11,78,65,17,7,46,64,420,8.8
219,Ron Harper Jr.,[<Position.POWER_FORWARD: 'POWER FORWARD'>],22,Team.TORONTO_RAPTORS,9,0,48,8,16,0.5,3,9,0.333,1,1,1.0,3,4,4,0,1,0,3,20,2.2
220,Montrezl Harrell,[<Position.CENTER: 'CENTER'>],29,Team.PHILADELPHIA_76ERS,57,7,681,125,209,0.598,0,6,0.0,70,101,0.693,67,92,33,17,25,35,75,320,5.6
221,Gary Harris,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],28,Team.ORLANDO_MAGIC,48,42,1184,138,307,0.45,94,218,0.431,27,30,0.9,21,77,59,45,12,28,93,397,8.3
222,Joe Harris,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],31,Team.BROOKLYN_NETS,74,33,1527,201,440,0.457,142,333,0.426,18,28,0.643,23,141,101,34,13,41,140,562,7.6
223,Kevon Harris,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],25,Team.ORLANDO_MAGIC,34,0,457,47,107,0.439,16,43,0.372,31,41,0.756,28,42,16,17,5,21,53,141,4.1
224,Tobias Harris,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],30,Team.PHILADELPHIA_76ERS,74,74,2436,423,845,0.501,126,324,0.389,113,129,0.876,67,357,186,68,40,89,149,1085,14.7
225,Shaquille Harrison,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],29,Team.PORTLAND_TRAIL_BLAZERS,5,0,120,15,36,0.417,3,10,0.3,11,15,0.733,1,21,30,11,2,6,12,44,8.8
226,Josh Hart,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],27,Team.PORTLAND_TRAIL_BLAZERS,51,51,1704,183,363,0.504,34,112,0.304,87,119,0.731,95,322,200,54,9,79,133,487,9.5
227,Josh Hart,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],27,Team.NEW_YORK_KNICKS,25,1,750,92,157,0.586,27,52,0.519,45,57,0.789,47,129,90,34,12,38,62,256,10.2
228,Isaiah Hartenstein,[<Position.CENTER: 'CENTER'>],24,Team.NEW_YORK_KNICKS,82,8,1626,175,327,0.535,8,37,0.216,48,71,0.676,209,327,102,53,64,66,213,406,5.0
229,Udonis Haslem,[<Position.CENTER: 'CENTER'>],42,Team.MIAMI_HEAT,7,1,71,10,29,0.345,3,9,0.333,4,5,0.8,4,7,0,1,2,1,11,27,3.9
230,Sam Hauser,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],25,Team.BOSTON_CELTICS,80,8,1290,180,396,0.455,140,335,0.418,12,17,0.706,35,169,71,29,21,30,99,512,6.4
231,Jaxson Hayes,[<Position.CENTER: 'CENTER'>],22,Team.NEW_ORLEANS_PELICANS,47,2,610,86,156,0.551,3,29,0.103,58,83,0.699,39,93,34,20,19,31,67,233,5.0
232,Killian Hayes,[<Position.POINT_GUARD: 'POINT GUARD'>],21,Team.DETROIT_PISTONS,76,56,2154,307,815,0.377,80,286,0.28,92,112,0.821,28,193,470,104,28,173,219,786,10.3
233,Gordon Hayward,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],32,Team.CHARLOTTE_HORNETS,50,50,1577,276,581,0.475,52,160,0.325,129,159,0.811,33,182,206,42,12,99,70,733,14.7
234,Juancho Hernangómez,[<Position.POWER_FORWARD: 'POWER FORWARD'>],27,Team.TORONTO_RAPTORS,42,10,614,48,114,0.421,17,67,0.254,9,16,0.562,27,96,25,16,6,15,43,122,2.9
235,Willy Hernangómez,[<Position.CENTER: 'CENTER'>],28,Team.NEW_ORLEANS_PELICANS,38,2,458,89,169,0.527,3,11,0.273,81,104,0.779,58,122,33,17,13,39,64,262,6.9
236,Tyler Herro,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],23,Team.MIAMI_HEAT,67,67,2337,487,1109,0.439,203,537,0.378,170,182,0.934,27,333,280,51,16,158,101,1347,20.1
237,Buddy Hield,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],30,Team.INDIANA_PACERS,80,73,2482,475,1038,0.458,288,677,0.425,106,129,0.822,67,333,225,92,26,139,156,1344,16.8
238,Haywood Highsmith,[<Position.POWER_FORWARD: 'POWER FORWARD'>],26,Team.MIAMI_HEAT,54,11,969,93,216,0.431,37,109,0.339,13,28,0.464,57,131,43,36,17,45,82,236,4.4
239,George Hill,[<Position.POINT_GUARD: 'POINT GUARD'>],36,Team.MILWAUKEE_BUCKS,35,0,668,59,132,0.447,23,74,0.311,34,46,0.739,13,54,89,19,3,27,41,175,5.0
240,George Hill,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],36,Team.INDIANA_PACERS,11,1,166,19,34,0.559,11,21,0.524,8,9,0.889,2,16,21,7,3,7,14,57,5.2
241,Malcolm Hill,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],27,Team.CHICAGO_BULLS,5,0,9,2,4,0.5,1,3,0.333,0,0,,0,3,0,0,0,0,1,5,1.0
